,SMILES
7574,NC(=O)c1ccc(N)nc1
7575,CSc1ncnc2c1ccn2C1OC(CO)C(O)C1O
7576,COc1ccc(NC(=O)N(C)C)cc1Cl
7577,CC1=Nc2ccc(I)cc2S(=O)(=O)N1
7578,CCC(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1
7579,CC(Nc1[nH]cnc2ncnc1-2)c1ccccc1
7580,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O
7581,Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1
7582,C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC1
7583,CNC(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1
7584,NCc1ccccc1Sc1ccccc1CO
7585,CCOC(=O)C(=Cc1cccc(Cl)c1)C(C)=O
7586,COc1ccc(NC(=O)CN2CCCCC2)cc1
7587,CCCCCCc1ccc(C(=O)OCCN(C)C)cc1
7588,CNS(=O)(=O)c1ccc(Cl)cc1
7589,CCN(CC)C(=O)COC(=O)c1ccccc1O
7590,ClC=C(Cl)Cl
7591,COC(=O)CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
7592,O=C(Nc1ccccc1)N(c1ccccc1)c1ccccc1
7593,COc1ccc(O)cc1
7594,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
7595,CN(C)c1cncc(C#N)n1
7596,CCc1cccc(OCC(=O)O)c1
7597,O=C(O)CCC1=NS(=O)(=O)c2ccc(Cl)cc2N1
7598,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
7599,O=C(O)c1ccc2c(c1)OCCOCCOCCOCCOCCO2
7600,OC(c1ccccc1)C1CCCCN1
7601,COc1cc(C(O)CO)ccc1O
7602,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc5c(c4)CCC(N4CCOCC4)CC5)nc23)cc1
7603,Cc1cc(C)cc(O[Si]23OCCN(CCO2)CCO3)c1
7604,C[N+](C)([O-])C(c1ccccc1)c1ccccc1
7605,COCC(C)OC(=O)C(N)Cc1ccc(O)c(O)c1
7606,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O
7607,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O
7608,Nc1nc(N)c2ncn(C3C=CC(CO)O3)c2n1
7609,Cn1nc(C(F)(F)F)n(-c2ccccc2)c1=S
7610,O=C(O)CCCCCC(=O)O
7611,CC(=O)c1ccccc1OC(=O)N(C)C
7612,CC(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1
7613,ClCCc1ccccc1
7614,CC(C)Sc1nnc(C(C)C)c(=O)n1N
7615,CON(C)C(=O)Nc1ccccc1
7616,CC(C)CS(=O)c1sccc1[N+](=O)[O-]
7617,CC(=O)Oc1ccccc1C(=O)OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1
7618,Clc1ccc(Oc2ccccc2Cl)cc1Cl
7619,CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O
7620,Cc1ccccc1C=O
7621,Oc1ccc(C(F)(F)F)cc1
7622,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Br)c1
7623,CCCOc1ccc(Cc2cnc(N)nc2N)cc1OC
7624,CC(C)CC(N)C(=O)NC(C(=O)O)C(C)C
7625,Cc1ccccc1N1CCNCC1
7626,CCc1ncc(-c2ccccc2)nc1-c1ccccc1
7627,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl
7628,O=C(CNC(=O)c1ccccc1)Oc1ccccc1
7629,Clc1ccc2c(c1)Oc1ccccc1O2
7630,O=[N+]([O-])c1ccc(ON=Cc2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1
7631,O=C1CC(Oc2ccc(C(=O)c3ccccc3)cc2)N1
7632,C#CCOc1cc(NC=NOCC=C)cc(Cl)c1OCC#C
7633,COc1ccc2c(c1)NC(SCC(=O)O)=NS2(=O)=O
7634,Cc1cc2c(cc(C)c3ccc(=O)oc32)o1
7635,COc1c(C)cccc1C
7636,Cc1c(C)c2cc3c(C)coc3c(C)c2oc1=O
7637,Oc1ccc2cccc(O)c2c1
7638,Cc1ccc2c(c1)C(NC(=O)CN1CCCCC1)CO2
7639,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1O
7640,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2
7641,Oc1ccc(C2Nc3ccccc3-c3ncnc4[nH]cc2c34)cc1F
7642,CC[N+](=O)[O-]
7643,C=CCc1c(OCC)cc(Cc2cnc(N)nc2N)cc1OCC
7644,CC(C)CS(=O)(=O)N1CCC(O)C(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1
7645,CC(=O)Nc1nnc(S(N)(=O)=O)s1
7646,Cc1ccc2oc(-c3ccccc3C(=O)O)c(Br)c2c1
7647,O=c1nc(Nc2ccccc2)[nH]c2c1ncn2CCCCO
7648,CC(=O)Nc1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
7649,C#CCOc1cc(N=CNOC)cc(Cl)c1OCC#C
7650,CS(=O)(=O)c1ccc(OCC(=O)O)cc1
7651,COC(=O)Cc1ccc(O)cc1
7652,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(N(C)S(C)(=O)=O)cc5)cccn4n3)c2)CC1
7653,CCCn1cnc2c(NC(C)=O)ncnc21
7654,CCCCCCCCCCCCCCNCCO
7655,Clc1ccccc1NC1=NCCN1
7656,COCCOCCOc1ccccc1OCCOCCOC
7657,CCOC(=O)c1c(O)c2ccc([N+](=O)[O-])cc2[nH]c1=O
7658,Cc1cccc(C)c1NC(=O)CCCCN
7659,COc1ccc(CNc2[nH]cnc3ncnc2-3)cc1
7660,ClC1=CC(Cl)C(Cl)C(Cl)C1Cl
7661,O=[N+]([O-])c1cccc(OC2OC(CO)C(O)C(O)C2O)c1
7662,CN1CCN(Cc2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)cc2)CC1
7663,CC1=CC(=O)C=CC1=O
7664,CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(NC(=O)OC(C)(C)C)C2)CC1
7665,CCCCCCCCc1ccccc1
7666,CC(C)(C)c1ccccn1
7667,O=[N+]([O-])c1ccc2c(c1)CCN2
7668,C=CCNc1ncnc2nc[nH]c12
7669,OCc1cc(Cl)cc(Cl)c1O
7670,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O
7671,CC(=O)OCN1C(=O)c2cccc3cccc(c23)C1=O
7672,CCCCOc1cccnn1
7673,Clc1cccnn1
7674,O=c1cc(-c2cccc(Cl)c2)oc2ccccc12
7675,C#CCOc1cc(NC=NOCC)cc(Cl)c1OCC#C
7676,OCc1cc(Br)ccc1O
7677,CSCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
7678,CCCCS(=O)c1sc(C#N)c(Cl)c1C#N
7679,COc1cc(NS(C)(=O)=O)ccc1-c1cn2cccnc2n1
7680,CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O
7681,CNC(=O)ON=C(SC)C(=O)N(C)C
7682,CC(=O)NC(CO)C(=O)NC(C(N)=O)C(C)C
7683,c1ccc(-c2cc3ccccc3[nH]2)nc1
7684,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl
7685,Cc1cccc(C)c1NC(=O)c1cccc(CN2CCCCC2)c1
7686,NC(=O)c1cc(-c2ccc(CO)nc2)nc2c1[nH]c1cc(N3CCOCC3)ccc12
7687,COC(=O)NC1CN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1
7688,Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1
7689,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
7690,Cc1ccc(Cl)cc1-c1cn(-c2ccnc(N)n2)cc1C(N)=O
7691,C=C(C)C1CCC(C)C(=O)C1
7692,CCCc1c(C)nc2ccccn2c1=O
7693,C=CC(C)(O)CCC=C(C)C
7694,COC(=O)C(=Cc1ccc(C)o1)[N+](=O)[O-]
7695,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC
7696,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC21C
7697,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12
7698,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1
7699,O=[N+]([O-])c1ccc(OCCn2ccnc2)cc1
7700,O=C(OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1)c1ccccc1
7701,CC(C)(C)OC(=O)C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1
7702,Cc1ccc2nc(N)[nH]c2c1
7703,CC(=O)Oc1ccccc1Cl
7704,O=[N+]([O-])c1ccccn1
7705,CC(Cc1ccccc1)OC(=O)N(C)C
7706,C#CCOc1c(Cl)cc(NC=NOCOC)cc1Cl
7707,CS(=O)(=O)N1CCCC(Nc2nc(NC3CCC(C#N)CC3)ncc2-c2cnc3[nH]ccc3n2)C1
7708,CC(=O)C=Cc1cccc(C)c1
7709,Clc1ccc(N2CCN(CCn3nc4ccccc4n3)CC2)cc1
7710,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5cccc(F)c5F)c4n3)c2c1
7711,CCCCN(CCCC)CC(O)c1ccccc1
7712,O=C(Nc1ccc(F)cc1)c1cc(Cl)cc(Cl)c1O
7713,O=[N+]([O-])c1nonc1-c1ccccc1
7714,O=c1cc2ccccc2n[nH]1
7715,COc1ccc(Br)cc1CNC1CCCNC1c1ccccc1
7716,CN(CCO)C(=O)COC(=O)c1ccccc1O
7717,C=CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC
7718,N=[N+]=Nc1ccccc1
7719,CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
7720,CCC(C)N(C)N=Nc1nc[nH]c1C(N)=O
7721,O=C1C=CC(=O)c2ccccc21
7722,Cc1ccc(C)c(NN=C(C#N)C#N)c1
7723,Cc1nc2c3c(c(C(=O)N(C)C)cn2c1C(=O)N(C)C)CCC(c1ccccc1)O3
7724,CN1CCN(c2cccc(Nc3nc4cccc(-c5ccc(S(C)(=O)=O)cc5)n4n3)c2)CC1
7725,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)O
7726,Cc1cccn2c1nc1ccc(N)nc12
7727,CCCN(CCC)C1CCc2c(OC)cccc2C1C
7728,CNC(=O)Oc1ccc(S(C)(=O)=O)cc1
7729,CC1(O)CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1
7730,COC1N(C2CC(N=[N+]=N)C(CO)O2)C(=O)NC(=O)C1(C)I
7731,c1ccc(-c2nonc2-c2ccccc2)cc1
7732,O=C(O)c1ccccn1
7733,FC(F)(F)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1
7734,CS(=O)(=O)c1ccccc1
7735,NS(=O)(=O)c1cc(S(=O)(=O)c2cccc(O)c2)cs1
7736,CNP(=O)(OC)Oc1ccc(SC)cc1
7737,CN(C)C(=O)Nc1ccc(C(=O)c2ccccc2)cc1
7738,C#CC1(OC(=O)C2=CN(C)C=CC2)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
7739,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
7740,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1
7741,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1
7742,CN(C)C=C1OC(=O)C(C#N)=C1c1ccccc1
7743,CN(C)CCOc1ccccc1Cl
7744,O=C1c2ccccc2C(=O)c2c(O)cccc21
7745,Cc1ccc(COC(=O)N(C)C)cc1
7746,CCCNC(=O)CCC(=O)NCc1c(O)c(=O)cc(C)n1C
7747,Nc1nc(N)nc(-c2cccc(SC(F)(F)F)c2)n1
7748,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C4CC4)c3n2)C1
7749,CN(C)C=Nc1ccn(C2CCC(CO)O2)c(=O)n1
7750,CCOC(=O)CCCOc1ccc(Cl)cc1C
7751,CCc1cccc(C)c1NC(=O)OC
7752,O=CNc1ccccc1
7753,CC(C(=O)O)c1ccc(-c2nccs2)c(N)c1
7754,NC1=NCC(COc2cccc(C(F)(F)F)c2)O1
7755,OCC(O)COc1ccccc1
7756,COc1c(O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2
7757,Oc1ccc(F)cc1
7758,CCN(CC)CC(=O)Nc1c(C)cccc1C
7759,Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1
7760,CCCN(C)CC(=O)Nc1c(C)cccc1C
7761,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
7762,COc1ccc(N)c([N+](=O)[O-])c1
7763,CCSC(=O)N(CC)C1CCCCC1
7764,C=C1CCCC2(C)CCC(C(C)(C)O)CC12
7765,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1CCC21CCC(=O)O1
7766,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl
7767,COc1cc(N2CCN(CC(C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1
7768,CC(=O)CC(C)=O
7769,CC(C)N
7770,CC(=O)Nc1ccc(Br)c(C)c1
7771,O=[N+]([O-])c1cc(Br)c(O)c(Br)c1
7772,COC(=O)c1cccnn1
7773,COc1cc(OC)nc(Sc2cccc(Oc3ccccc3)c2C(=O)O)n1
7774,CC(C)(O)CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1
7775,c1ccc2c(c1)OCCOCCOCCOCCOCCO2
7776,COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl
7777,CC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(C(Cl)Cl)CC2(Cl)Cl
7778,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
7779,CC1(C)SC2C(NC(=O)c3c(-c4c(F)cccc4Cl)noc3CO)C(=O)N2C1C(=O)O
7780,Cc1c(O)c(=O)ccn1CCC(=O)NC(C)C
7781,CCCC=O
7782,Cc1cc(-c2cc(C(N)=O)c3[nH]c4cc(N5CCOCC5)ccc4c3n2)ccc1Cl
7783,COc1ccc(C(=O)N(NC(=S)Nc2ccccc2)c2ccccc2)cc1
7784,O=c1cc(CSc2ccccn2)occ1O
7785,CC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C
7786,c1ccc(SCc2ccc(CCCN3CCOCC3)cc2)cc1
7787,CCCCCCCCCCCC(CC)c1ccccc1
7788,COc1c2ccccc2cc2ccccc12
7789,O=C1NCCN1c1ncc([N+](=O)[O-])s1
7790,CN(C)N=Nc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O
7791,CC1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CN(S(=O)(=O)C(C)C)C1
7792,CN(C)N=O
7793,CC(C)c1nnc(N)o1
7794,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1N=C(C(C)(C)C)SC1C(=O)O
7795,CC(C)OP(=O)(OC(C)C)SCc1ccccc1
7796,Cc1c(CC(=O)O)sc2ccc(Cl)cc12
7797,CCCOC(=O)c1ccsc1
7798,O=C1c2ccccc2-c2nnc(-c3ccccc3O)cc21
7799,COc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1
7800,O=[N+]([O-])c1cc(C(F)F)c(Nc2ncc(C(F)(F)F)cc2Cl)c([N+](=O)[O-])c1
7801,CC(C)(C)c1cccc(O)c1
7802,CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccccc1
7803,CN1CCN(c2cccc(Nc3nc4c(Nc5cccc(S(C)(=O)=O)c5)cccn4n3)c2)CC1
7804,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(OC(=O)CCCC(=O)OC3C4C(=C)C(=O)OC4CC(C)C4C=CC(=O)C43C)C12
7805,COP(C)(=O)OC
7806,CCOC(=O)c1ccc2cccccc1-2
7807,CCOP(=S)(OCC)Oc1ccc(SC)cc1C
7808,CN(C)C(=O)OCc1cccc([N+](=O)[O-])c1
7809,N#Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1
7810,NC(=O)Nc1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1
7811,CCOC(=O)c1c[nH]cc1C
7812,CC(C)(C)c1ccc(O)cc1
7813,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1
7814,CC(C)c1nnc(S)n(N)c1=O
7815,c1ccc2cc3cc4ccccc4cc3cc2c1
7816,CC1=Nc2cc(C)ccc2S(=O)(=O)N1
7817,Nc1nc(-c2ccnc(NCCCc3ccccc3)c2)n[nH]1
7818,CCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
7819,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O
7820,CCOCc1ccccc1NC(=O)OCCN1CCCCC1
7821,O=C(NO)c1ccc(NCCOc2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)cc1
7822,C=CCC#N
7823,CCCCCCNC(=O)COC(=O)c1ccccc1
7824,CS(=O)(=O)CCn1ccnc1[N+](=O)[O-]
7825,CC(Oc1ccc(Cl)cc1)C(=O)O
7826,CC(=O)Nc1ccccc1C(N)=O
7827,Nc1ncc(Cc2ccccc2Cl)c(N)n1
7828,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21
7829,Cc1ccccc1C1OCC2ON=C(c3ccccc3)C2CO1
7830,NC1=NCC(CN2CCN(c3ccccc3F)CC2)O1
7831,CC(=O)OCc1ccc(C)cc1
7832,CC1=NS(=O)(=O)c2ccc(Cl)cc2N1
7833,CC(=O)C12OC(C)(c3ccc(F)cc3)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C
7834,O=[N+]([O-])c1ccco1
7835,C=CCC1(CC)C(=O)NC(=O)N(C)C1=O
7836,CCC(CC)(C(=O)NC(N)=O)C(=O)OC(C)C
7837,CC(=O)Nc1nonc1C
7838,CN(C)C(=N)N(C)C
7839,CCOc1ccc(N)c(OCC)c1
7840,CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1
7841,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
7842,CCCC(=O)NC1CC(C)(C)N(O)C(C)(C)C1
7843,CC1Cc2ccccc2CN1
7844,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1
7845,CC(=O)Nc1cc(Cl)cc(C(F)(F)F)c1Cl
7846,COc1cccc(Cc2cnc(N)nc2N)c1
7847,NC1CCCCC1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3c(Cl)c[nH]c23)n1
7848,Cc1c(C#N)sc(S(C)=O)c1-c1ccc(Cl)cc1
7849,CCNc1nonc1N
7850,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
7851,O=C1CCCCCCCCCCCN1
7852,CC(C)n1cc(-c2cccn3nc(Nc4ccc(C(=O)O)cc4)nc23)cn1
7853,CCCC(N)C(=O)O
7854,COc1ccnc(-n2nc(C)cc2OC)n1
7855,NNc1ccc([N+](=O)[O-])cc1
7856,CC1=C(C(=O)Nc2ccccc2-c2ccccc2)SCCO1
7857,CCCCCc1cn[nH]c1
7858,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(=O)CS(C)(=O)=O
7859,NC(=O)c1ccccc1N=NN1CCC1
7860,COc1cccc(OCC2CN=C(N)O2)c1
7861,COc1ccc2c(c1)C(=O)N(CCO[N+](=O)[O-])CO2
7862,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccccc2)cc1
7863,CCCCCCC(C)=NNC(=N)N
7864,Nc1ccc(CNC(=O)C2CCCN2C(=O)C(Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc2ccccc2)cn1
7865,COc1cc(CCN)cc(OC)c1Br
7866,N#CC(C#N)=NNc1ccc(C(=O)CCl)cc1
7867,C#CCOc1c(Cl)cc(NC=NOCCCC)cc1Cl
7868,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
7869,CN(C)CCCCc1cccnc1
7870,Nc1nc(N)nc(-c2ccc(F)cc2)n1
7871,CCCCCCCOC1OC(CO)C(O)C(O)C1O
7872,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
7873,OCC1OC(n2cnc3c(NCCc4ccccc4)ncnc32)C(O)C1O
7874,CC1(C#N)CCC(O)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1
7875,CS(=O)(=O)N1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC(C(F)(F)F)C1
7876,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)CN)C(=O)O
7877,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1O
7878,O=[N+]([O-])c1ccc(Cl)cc1Cl
7879,Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1
7880,CC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
7881,O=C(c1ccncc1)c1ccc(Cl)cc1
7882,O=C(NCc1ccc(O)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
7883,NC(=S)NN=Cc1ccco1
7884,NC(CO)C(=O)O
7885,CCc1cccc(N2C(=O)CCC2=O)c1
7886,CCc1ccccc1CC
7887,CC(O)(c1ccc(Nc2nn(C3CCC(N4CCC4)CC3C#N)cc2C(N)=O)cc1)C(F)(F)F
7888,Oc1cccc(N=C=S)c1
7889,CC(=O)Nc1ccccn1
7890,Oc1cc(Cl)ccc1Cl
7891,c1ccc2c(c1)CCc1ccccc1-2
7892,CC(C)OC(=O)CS(=O)c1ccccc1[N+](=O)[O-]
7893,Nc1ccc(O)c([N+](=O)[O-])c1
7894,COc1ccc(CON2C(=O)CC3(CCCC3)C2=O)cc1
7895,CN(C)C1=NC(=O)N(c2ccc(Cl)cc2)C1
7896,CCN(CC)N=Nc1ccccc1C(N)=O
7897,Cc1cccc(C=[N+]([O-])C(C)(C)C)c1
7898,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1
7899,O=C1c2ccccc2-c2cc([N+](=O)[O-])ccc21
7900,Nc1nc(NCCO)c(Cl)nc1[N+](=O)[O-]
7901,Cc1cc(C2CC2)nc(Nc2ccccc2)n1
7902,OCC1OC(Oc2cccc(C(F)(F)F)c2)C(O)C(O)C1O
7903,O=c1cc(CSc2nc3ccccc3[nH]2)occ1O
7904,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl
7905,Nc1ncnc2c1nc(SCc1ccccc1)n2C1OC2COP(=O)(OCc3ccccc3)OC2C1O
7906,CC(=O)Nc1cc(C)c(O)cc1C
7907,c1nc2nc[nH]c(N3CCC3)c-2n1
7908,COc1cccc(C=C[N+](=O)[O-])c1
7909,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(CN)cc2)n1
7910,CCCCCCCCCCCCCC(=O)O
7911,CCOC(=O)c1cc(O)c(O)c(O)c1
7912,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(F)F
7913,COC(=O)CS(=O)c1ccc(Cl)cc1[N+](=O)[O-]
7914,CN(C)C(=O)OCCc1ccccc1
7915,COc1cc(CCO)ccc1O
7916,O=C(O)C=CC(=O)c1cccnc1
7917,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
7918,NC(=O)Cn1nc2ccccc2n1
7919,Sc1ccccn1
7920,Cc1nn(C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl
7921,COc1cnccn1
7922,FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
7923,NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccccc1)=NS2(=O)=O
7924,CN(C)C(=O)OCc1cccc(Cl)c1
7925,CCOC(=O)CN1C(=O)CC1Oc1ccc2ccccc2c1
7926,CC(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]cc(Cl)c3n2)C1
7927,CCOC(=O)C(=Cc1ccc([N+](=O)[O-])cc1)C(=O)OCC
7928,CCCCCCCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
7929,CCCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
7930,COc1ccc(C2Cc3c(C)cccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
7931,Cc1nn(-c2ccccc2)c(C)c1N=O
7932,CC1CCC2CC(=O)N(CCCc3ccccc3)C3OC4(C)CCC1C23OO4
7933,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1
7934,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
7935,Cc1ccccc1C=C[N+](=O)[O-]
7936,COc1ccccc1C=CC(=O)OCCOc1ccc(C=O)cc1OC
7937,Cn1c([N+](=O)[O-])cnc1C1=NOC2CCCCC12
7938,NCc1ccccn1
7939,CC(=O)Nc1cc(C(F)(F)F)c(Cl)cc1F
7940,COc1ccc(C(=O)N2CCCCC2)cc1
7941,CN1CCN2c3ccccc3Cc3ccccc3C2C1
7942,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1I
7943,Clc1ccc(C=NOCCc2nc(-c3ccccc3)n[nH]2)cc1
7944,c1ccc2c(c1)ccc1ncccc12
7945,Cc1ccc2c(c1)OCN(CCO[N+](=O)[O-])C2=O
7946,O=NN(CCCl)C(=O)Nc1ccc(Cl)cc1
7947,O=CNc1ccc(F)cc1
7948,CCOC(=O)C(=Cc1cccc(C)c1)C(C)=O
7949,O=C(Nc1cnc2[nH]ccc2n1)NC1CCCN(CC(F)(F)F)C1
7950,O=C1CCC(c2ccc[n+]([O-])c2)N1
7951,CC(C)NNC(=O)COc1ccccc1Cl
7952,CC(O)CNc1ncc(-c2ccncc2)cc1C#N
7953,CNC(=N)NC(=N)Nc1ccc(Cl)cc1
7954,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1
7955,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc1ccc([N+](=O)[O-])cc1
7956,CCCC1(CCC)C(=O)NC(=S)NC1=O
7957,COC(=O)c1ccccc1I
7958,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
7959,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccncn2)cc1C(N)=O
7960,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N
