,SMILES
3499,Cc1c(O)c(=O)ccn1CCCOC(=O)c1cccnc1
3500,CN(C)c1cccc(C(N)=O)c1
3501,CCOP(=S)(OCC)SCCSCC
3502,Cc1cc(=O)oc2cc(O)ccc12
3503,CC(=O)OCN1C(=O)c2ccccc2C1=O
3504,CCCCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1
3505,Cc1csc(N=C(N)N)n1
3506,CC(=O)Oc1cccc(O)c1
3507,Cc1nc[nH]c1CSCCNc1[nH]ccc1[N+](=O)[O-]
3508,O=C1OCc2ccccc21
3509,CC=CCCCCC
3510,CC(C)CNCNC(=O)c1ccccc1
3511,COc1cc2ccncc2cc1OC
3512,O=c1ccc2cc3ccsc3cc2o1
3513,Nc1nnnn1-c1cccc2ccccc12
3514,CCCc1nc(NC(C)C)nc(N2CCOCC2)n1
3515,CCC(=O)c1ccncc1
3516,O=C(O)CCCC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1
3517,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
3518,Nc1cccc(Nc2ccccc2C(=O)O)c1
3519,COc1c(Cl)cc(Cl)c(O)c1C(=O)NCC1CCCN1CCF
3520,O=C(c1ccc(Cl)cc1Cl)c1ccc2n1CCC2C(=O)O
3521,COc1cccnn1
3522,CNC(=O)Oc1ccccc1C(C)C
3523,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]
3524,CC1(C)CC(NC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)CC(C)(C)N1O
3525,Cc1oc2nc3oc(=O)ccc3c(C)c2c1C
3526,COCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
3527,Cc1cc2ccccc2s1
3528,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1
3529,NCCCCCc1cccnc1
3530,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1Oc1ccoc1
3531,Nc1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1
3532,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
3533,CCOC(=O)N=[N+]([O-])c1ccccc1
3534,CNC(=O)c1ccoc1
3535,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Br)(Br)Br
3536,c1ccc(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c(OCC2CC2)c1
3537,COc1cccc(OC)c1C(=O)O
3538,OC1CCN(CCCc2ccc(CSc3ccccc3)cc2)CC1
3539,CC(=O)Oc1cccc(Cl)c1
3540,O=C(O)CCCn1nnc2ccccc21
3541,CNC(=O)ON=CC(C)(C)[N+](=O)[O-]
3542,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
3543,CS(=O)(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1
3544,CCOCCOC(=O)C(C#N)=C(CC)Nc1ccc(N)cc1
3545,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
3546,COP(=O)(OC)OC
3547,COc1cccc(C2=NCC(=O)Nc3ccc(Cl)cc32)c1
3548,CCOC(=O)Nc1ccc2nn(C3CCCC3)nc2c1
3549,NC(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
3550,COc1ccc(Nc2nc3c(NC4CCN(S(C)(=O)=O)CC4)cccn3n2)cc1
3551,CCOC(=O)C(=Cc1ccccc1)C(C)=O
3552,CC(Nc1ccnc(-n2cnc3ccncc32)n1)c1ccc(F)cc1
3553,CC1OC(C)OC(C)O1
3554,CC(C)(O)C1CCC2(C)CCCC(O)(CO)C2C1
3555,CCc1ccc[nH]1
3556,O=Cc1ccc(O)cc1
3557,CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
3558,Cc1cc(OCCN(C)C)c(C(C)C)cc1OC1CCCCC1=O
3559,CCC(CC)c1ccc(F)c(NC(=O)N(C)C(=O)NC)c1
3560,Cc1no[n+]([O-])c1Cc1ccccc1
3561,CC(=O)OCC1OC(n2ccnc2[N+](=O)[O-])C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
3562,O=c1[nH]c(=O)c2ccccc2[nH]1
3563,CNc1nnc(-c2cc(Cl)cc(Cl)c2)c(=O)n1N
3564,C=CCO
3565,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1
3566,CC(=O)NNC(=O)Nc1cccc(Cl)c1
3567,COc1cc(C)n(-c2cc(C)nc(C)n2)n1
3568,CNc1nc(NC)nc(SC(F)F)n1
3569,O=C(O)CC(O)(CC(=O)O)C(=O)O
3570,COc1ccccc1Nc1nc2c(-c3ccccc3)cccn2n1
3571,CNC(=S)N(C)C
3572,O=S(=O)(CC1CC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1
3573,COC(=O)Nc1ccccc1[N+](=O)[O-]
3574,CN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21
3575,CON(C)C(=O)Nc1ccc(Cl)cc1
3576,CCCCC1OC(=O)c2cc([N+](=O)[O-])ccc21
3577,NC(=O)c1cccs1
3578,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC
3579,CCCCCl
3580,COC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1
3581,Oc1ccccc1I
3582,CCCC[SiH](C)C
3583,NC1(C(=O)O)CCCC1
3584,O=NN1CCN(N=O)CC1
3585,Nc1ncnc2c1nc(Br)n2C1OC2COP(=O)(O)OC2C1O
3586,Cc1ccccc1Nc1ccncc1S(=O)(=O)NC(=O)NC(C)C
3587,Clc1cc2c(cc1Cl)-c1cc(Cl)c(Cl)cc1-2
3588,CN1CCOC(O)(c2cccc(C(F)(F)F)c2)C1
3589,Clc1cnc2nc1NCc1cc(ccc1-c1ccccc1)OCCCc1cccc(c1)N2
3590,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C(=O)OCc1ccccc1
3591,CCOC(=O)C(=Cc1cccc(Cl)c1)C(=O)OCC
3592,CCc1ccc(Cl)cc1-n1cc(-c2ncnc3[nH]ccc23)cc1C(N)=O
3593,N#CC1CC(OCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1
3594,O=[N+]([O-])c1ccc(OCC(O)CNCC(O)COc2ccccc2)cc1
3595,CC(C)N(C(=O)Cc1ccccc1)C(C)C
3596,OCC1CCC(n2cnc3cncnc32)O1
3597,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(I)cc1
3598,Cc1cc(=O)[nH]o1
3599,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1F
3600,CCc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
3601,CNc1ccc2cc3ccc4c(c3nc2c1CO)COCN4S(C)(=O)=O
3602,COc1cccc(N=C=S)c1
3603,CNC(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2
3604,CC(=O)Nc1ccc(Cl)c(Cl)c1
3605,O=[N+]([O-])c1cccc(C(=NNC(=S)Nc2ccccc2)c2ccccn2)c1
3606,c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12
3607,O=C1NC(=O)C(Cc2ccccc2)N1
3608,CC1CN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CCN1C
3609,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl
3610,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl
3611,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1
3612,COc1ncnc2c1ncn2C1OC(COC(=O)C(C)(C)C)C(O)C1OC(=O)C(C)(C)C
3613,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3C(CC)CC21C
3614,CCC1COC(Cn2cncn2)(c2ccc(C(=N)N)cc2)O1
3615,FC(F)(F)c1ccc(CNc2[nH]cnc3ncnc2-3)cc1
3616,CC[N+](CC)(CC)CC
3617,CCOP(=S)(OCC)SCCS(=O)(=O)CC
3618,c1ccc(C23CC4CC(CC(C4)C2)C3)cc1
3619,COC(=O)c1cc(S(N)(=O)=O)ccc1SCCCO
3620,CCCCC(CCCC)C(=O)O
3621,Cn1c(S)nnc(-c2ccc(F)cc2)c1=O
3622,CC(=O)OC(C)(C)C1CCC2(C)CCCC3(CO3)C2C1
3623,CCc1ccccc1-c1nc(N)nc(N)n1
3624,CN1CCN(C2CCN(c3ccc(Nc4nc5c(-c6ccc(S(C)(=O)=O)cc6)cccn5n4)cc3)CC2)CC1
3625,CNC(=O)NC(=O)c1ccccc1
3626,CCOc1ccc(NC(=O)OC(C)COC)cc1OCC
3627,S=c1sscc1-c1ccccc1
3628,N#CC1CC(OCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1
3629,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O
3630,COc1ccc(-c2nc3c4ccc(OC)cc4nc-3c(C(N)=O)[nH]2)cc1
3631,O=C(O)C=Cc1ccc2c(c1)OCO2
3632,CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl
3633,ClCCl
3634,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
3635,c1ccc(-c2cnc(-c3ccccc3)o2)cc1
3636,Cc1ccc(OCC2CN=C(N)O2)cc1
3637,CCOC(=O)CCCn1cc([N+](=O)[O-])nc1C
3638,NS(=O)(=O)c1ccc(SCCO)s1
3639,COc1cn[nH]c1
3640,CC(C)OC(=O)Nc1cccc(Cl)c1
3641,CC(C)(C)C(COc1ccc(Cl)cc1)OC(=O)n1ccnc1
3642,CC(C)n1cccc(O)c1=O
3643,Nc1c2ncn(C3OC(CO)CC3F)c2nc[n+]1[O-]
3644,NC(Cc1ccccc1)C(=O)O
3645,C=CCn1c(C)c(N(C)C)c(=O)n(-c2ccccc2)c1=O
3646,NC(=O)Cc1ccc(-n2sc3ccccc3c2=O)cc1
3647,Nc1nc(N)c2c(Cl)cccc2n1
3648,COc1c(OCc2ccccc2)cc(Cc2cnc(N)nc2N)cc1OCc1ccccc1
3649,CNc1nc(N(C)C)nc(N(C)C)n1
3650,O=c1cc(-c2ccccc2)oc2ccccc12
3651,CC(C)CNC(=O)C=Cc1ccc([N+](=O)[O-])o1
3652,COCC(Cn1ccnc1[N+](=O)[O-])OC
3653,Cc1cc2cc3c(C)cc(=O)oc3cc2o1
3654,CCOc1cccc(Cl)n1
3655,C#CCC(O)(CC#C)c1cccnc1
3656,O=NN(CCF)C(=O)NCCCl
3657,O=C(O)Cc1ccccc1I
3658,Nc1ncnc2c1nc(Sc1ccc(Cl)cc1)n2C1OC2COP(=O)(OCc3ccccc3)OC2C1O
3659,Oc1cccn2nc(Nc3ccc(C(F)(F)F)cc3)nc12
3660,Clc1ccc(Cl)c(NC2=NCCN2)c1Cl
3661,COc1ccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c(F)c1
3662,CCCCCCOc1ccc(N)cc1
3663,c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12
3664,NC(=O)c1c(O)cccc1O
3665,CN(C)C(N(C)C)=S(I)c1ccc(Cl)cc1
3666,COC(=O)c1ccccc1F
3667,COc1ccc(N2CCN(CC3CN=C(N)O3)CC2)cc1
3668,O=C(C=Cc1ccc(Cl)cc1)C(F)(F)F
3669,CCCCCCCCC(CCCCC)c1ccccc1
3670,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)(Cl)Cl)NS2(=O)=O
3671,OC(CN1C2CCCCC21)Cn1ccnc1
3672,CNC(=O)CSP(=O)(OC)OC
3673,CC(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(N)=O
3674,c1ccc2c(c1)Nc1ccccc1S2
3675,CS(=O)(=O)c1cccc(-c2cccn3nc(Nc4ccc(N5CCOCC5)cc4)nc23)c1
3676,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
3677,Nc1ccc(C(=O)NCC(=O)O)cc1
3678,CCOC(=O)C(=Cc1ccc(Br)cc1)C(=O)OCC
3679,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
3680,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl
3681,S=C(S)NCCNC(=S)S
3682,c1ccc(Cc2cc(-c3ccccc3)nnc2NCCN2CCOCC2)cc1
3683,CNC(=O)c1ccc(Nc2ncc3c(n2)CCN(c2cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc2Cl)C3)cc1
3684,Cc1cc(Cl)c(C(C)C)cc1Cl
3685,CN(C)CC(=O)O
3686,CCCc1ccncc1
3687,CCOP(C)(=S)OCC
3688,O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)ccc2N1
3689,CC(C)CNCC(=O)NC(=O)C=[N+]=[N-]
3690,Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2
3691,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O
3692,COc1ccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c(F)c1
3693,C#Cc1ccccc1
3694,COC(=O)C(C#N)=NNc1cc(C#N)ccc1C#N
3695,Cc1c2ccccc2cc2ccccc12
3696,Clc1nc(Cl)c(Cl)[nH]1
3697,CC(C)(C(N)=O)n1nc2ccccc2n1
3698,COc1ccccc1-c1c[nH]c2ncnc(-c3ccccc3)c12
3699,CC1CC(C[SH](=O)(O)N2CCC(CO)C2)CCC1N(C)c1[nH]cnc2nccc1-2
3700,Cc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
3701,COC(=O)C(=Cc1ccco1)[N+](=O)[O-]
3702,Nc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2
3703,OC(CNCCc1ccncc1)COc1ccc(-c2ncc(-c3cccs3)[nH]2)cc1
3704,O=C1NC(=O)C2(CCCCC2)C(=O)N1
3705,CC(C)Nc1nc(=O)nc(N)[nH]1
3706,Cc1cc(=O)oc2c1ccc1occ(C)c12
3707,CCOP(=O)(OCC)SCn1nnc2ccccc2c1=O
3708,CN1CCN(c2cccc(Nc3nc4c(NCc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)c2)CC1
3709,NC(Cc1c[nH]c2cccc(F)c12)C(=O)O
3710,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)F)c(CO)c2)n1
3711,COC(=O)C(C#N)=NNc1ccccc1
3712,O=C(CN1CCCCC1)Nc1ccccc1Cl
3713,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
3714,CCCCCCCCl
3715,O=c1[nH]cnc2n[nH]nc12
3716,C=CCNC(=O)NCC=C
3717,CCOc1cc(Cc2cnc(N)nc2N)ccc1OC
3718,CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC
3719,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(N)CC2
3720,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(N4CCNCC4)cc3)ncc2C1=O
3721,CC12CCC(C1)C(C)(C)C2O
3722,O=C(Cc1ccccc1)Nc1ccccc1F
3723,C1=c2ccc3cccc4ccc(c2c43)CC1
3724,O=C1NC(=O)N(Cc2ccccc2)C1=O
3725,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)N2Cc3cn(C)nc3C2)C1
3726,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc3nn(C4CCCC4)nc3c2)cc1
3727,Oc1cccc2cccnc12
3728,COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1
3729,CC(=O)NN
3730,CC(C)COC(=O)N(C)C
3731,CC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
3732,CN(C)c1cccc(O)c1
3733,C1CN2CCC1CC2
3734,Nc1nc(N)nc(-c2cc(F)ccc2Br)n1
3735,CCOCCOC(=O)C(C#N)=C(NCc1ccc(Cl)cc1)C(C)C
3736,COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)C5OC6CNC5C6)ccc4c3c2)c1
3737,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
3738,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2ncc(Cl)cc2Cl)c(C(F)(F)F)c1
3739,CCCCOCCCNc1[nH]cnc2ncnc1-2
3740,CC(C)c1ccc(C(=O)O)cc1
3741,CC(=O)C=Cc1ccc(OC(C)=O)cc1
3742,S=C=NCCCCCc1ccccc1
3743,CCCCN(C)CC(=O)Nc1c(C)cccc1C
3744,CCCCCN(C)N=Nc1ccc(C(N)=O)cc1
3745,CN1CCC(c2ccc(Nc3nc4c(Nc5ccccc5S(C)(=O)=O)cccn4n3)cc2)CC1
3746,NS(=O)(=O)c1cc2cc(CNCCO)sc2s1
3747,CC(C)C(N)C(=O)NC(C(=O)O)C(C)C
3748,CCN(CC)C(=O)COC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1NCc1ccco1
3749,FC(F)COc1ccc(Cl)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12
3750,CCOC(=O)Nc1ccc(OCC)c(OCC)c1
3751,Clc1ccc(-c2cccc(Cl)c2)cc1
3752,CC(=O)N(C)CCOC(=O)c1ccccc1
3753,CCCCCCCCCCCCN1CCCC1=O
3754,Cc1cc(C)cc(C2C(=O)c3ccccc3C2=O)c1
3755,Oc1ccc(Cl)c2cccnc12
3756,O=CC(CO)OC(C=O)n1cnc2c(O)ncnc21
3757,OC1(c2ccccc2Cl)CCCCC1n1cncn1
3758,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1C(=O)CS(C)(=O)=O
3759,Cc1ccccc1C1=CCN(C)CC1
3760,NS(=O)(=O)NS(=O)(=O)Nc1ccccc1
3761,Cc1oc2ccc3c(C)cc(=O)oc3c2c1C
3762,Cc1ncc([N+](=O)[O-])[nH]1
3763,COC(=O)C(C#N)=NNc1ccc(C(F)(F)F)cc1
3764,CCC(C)C(NC(C)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(N)=O
3765,c1ccc2scnc2c1
3766,COCCCc1ccccc1
3767,CC(=O)Nc1ccc2c(=O)c(C)c(C)oc2c1[N+](=O)[O-]
3768,CCN(C=Nc1ccn(C2CCC(CO)O2)c(=O)n1)CC
3769,Oc1cccc(-c2ccccc2)c1
3770,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc2c1OCCO2
3771,COC1CCN(c2nccc(Nc3cc4c(ccn4C4CCCC4)cn3)n2)CC1
3772,CCc1c(O)c(=O)ccn1CCOC
3773,c1ccc2c(c1)Oc1ccccc1O2
3774,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2)CC(C)N1
3775,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
3776,CC(=O)Oc1c(Cl)cccc1Cl
3777,CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4cccc(S(C)(=O)=O)c4)nn23)cc1
3778,CC(C)Nc1[nH]cnc2ncnc1-2
3779,O=C(O)c1cn(-c2cccc(C(F)(F)F)c2)c2cc(N3CCNCC3)c(F)cc2c1=O
3780,CC(=O)Nc1cccc(OCC(=O)O)c1
3781,FC(F)(F)Oc1ccccc1
3782,O=C(O)c1cc(I)cc(I)c1O
3783,CC(=O)C(C#N)=NNc1ccc(Cl)cc1C
3784,OCCc1ccccn1
3785,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
3786,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
3787,CCC1(c2ccncc2)CCC(=O)NC1=O
3788,CCCC
3789,CCCCCCCCOC(=O)n1cnc(CC(NC(=O)C2CCC(=O)N2)C(=O)N2CCCC2C(N)=O)c1
3790,Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl
3791,Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1
3792,CC(=O)OC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC(C)=O)CC65O)C4)CC3OC(C)=O)CC2OC(C)=O)OC(C)C1OC(C)=O
3793,N#CC1CC(NCC2CCS(=O)(=O)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1
3794,CNC(=O)ON=Cc1ccc(Cl)cc1
3795,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccn[nH]4)C3=O)N1CC1NC12
3796,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1
3797,Cc1[nH]cnc1CSCCNC(=N)NCCSCc1nc[nH]c1C
3798,CC(C)(C(=O)O)c1ccc(Nc2nn(C3CCC(N4CCC4)CC3C#N)cc2C(N)=O)cc1
3799,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Cl)cc1
3800,COc1ccc(C=O)cc1O
3801,N#CC1CC(NC2COC2)CCC1n1cc(C(N)=O)c(Nc2ccc(CC(F)(F)F)cc2)n1
3802,COc1ccc(-c2ccc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nn23)cn1
3803,CCNc1nc(Cl)nc(NCC)n1
3804,CC(=O)NCCc1c[nH]c2ccccc12
3805,CCCCC(O)C(=O)O
3806,O=[N+]([O-])c1cn(CCN2CCOCC2)cn1
3807,OCc1cccc(I)c1
3808,COc1cc(C(N)=O)ccc1-c1nc2ccncc2[nH]1
3809,NC(=O)c1ccc(N)cc1
3810,COc1cccc(C2C(=O)c3ccccc3C2=O)c1
3811,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
3812,CN1CCN(c2ccc(Nc3nc4c(C#Cc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1
3813,COc1ccc2ccccc2c1
3814,CCCCCCCCCCCCc1ccc(O)cc1
3815,Nc1nc2nn[nH]c2c(=O)[nH]1
3816,Oc1c(Cl)cc(Cl)c2ccccc12
3817,CS(=O)(=O)Nc1ccc(Cl)cc1
3818,CCOc1ccccn1
3819,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(=O)C(F)(F)F)CC2
3820,NNC(=O)Nc1ccccc1C(=O)O
3821,Brc1cccc(N=C2NCCN2)c1Br
3822,CC(=O)C(=Cc1ccccc1C)C(C)=O
3823,Cc1c(Cl)ccc(Cc2c(Cl)cccc2Cl)c1Cl
3824,c1ccc2sccc2c1
3825,COc1ccc2cc(CC(=O)OCC(=O)NC(C)C)ccc2c1
3826,CCc1cc(CC(C#N)C#N)cc(CC)c1O
3827,CC1(C)NC(=Nc2ncc([N+](=O)[O-])s2)OC1(C)C
3828,COc1cc(C(N)=O)ccc1-c1cn2cccnc2n1
3829,CCCCCC=O
3830,CCC(C(=O)OCc1ccc(C(C)(C)C)cc1)C(CO)Cc1cncn1C
3831,Cc1cncc(N(C)C)n1
3832,Cc1cc2ccc3occc3c2oc1=O
3833,c1cc2n(n1)CCN2
3834,COc1ccc2cc(C(C)C(=O)O)ccc2c1
3835,Cc1c(O)c(=O)ccn1CCCOC(=O)c1ccc(O)cc1
3836,Cc1ccc(Cc2c[nH]cn2)c(C)c1
3837,CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O
3838,COc1ccc2c(c1)[nH]c1c(C)nccc12
3839,Cc1cccc2ncc(-c3ccccc3)c(=O)n12
3840,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(OC(F)(F)F)ccc1Cl
3841,O=C(O)CCN1C(=O)C=CC1=O
3842,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
3843,COc1nc(N)nc(C(Cl)(Cl)Cl)n1
3844,FC(F)(F)c1nc2ccc(Br)cc2[nH]1
3845,Cc1ccc(C(=O)CS(=O)(=O)c2ccc(C)cc2)cc1
3846,Cc1ncnc2c1ncn2C1CCC(CO)O1
3847,Cc1nc(-c2ccc(C(C)C(=O)O)cc2Cl)sc1C
3848,Fc1cncc(Cl)n1
3849,C=CCNC(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1
3850,CC1CN(N=O)CCN1N=O
3851,C=CCSc1ccccc1
3852,CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1C1CC(O)CCC1C(C)N2
3853,Cc1cc(=O)c(O)co1
3854,FC(F)COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12
3855,NCCCc1ccncc1
3856,CCOc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1
3857,Nc1nc(=O)c2ncn(C3CCC(CO)O3)c2[nH]1
3858,CC(C)c1ccccc1N
3859,N#CC1CC(NCC(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)F)cc2)n1
3860,Nc1cccc(O)c1
3861,CCCCCCCCCCCCOC(=O)N(C)SN(C)C(=O)Oc1ccc2c(c1)OCO2
3862,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1
3863,O=C1CC(C(=O)O)Oc2ccccc21
3864,CCCCC(=O)OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1
3865,Nc1ccccc1Oc1ccccc1
3866,O=C(O)Cc1cccc(I)c1
3867,Nc1nccc2ccccc12
3868,CSc1ccc(NC(C)=O)cc1
3869,Fc1ccc(C2=CCNCC2)cc1
3870,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12
3871,CCC(CC)C1=Nc2ccccc2S(=O)(=O)N1
3872,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
3873,CNC(=O)Oc1ccc(C(C)=O)cc1
3874,COc1cc(Nc2nc(NC(C)c3ncc(F)cn3)c(F)c(N3CCOCC3)n2)[nH]n1
3875,CN1CCC(c2ccc(Nc3nc4c(NCc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)cc2)CC1
3876,CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1)C1CC1
3877,Nc1ccc(Cl)c(Cl)c1
3878,Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1
3879,CC(C)(C)OC(=O)N1CCC(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1
3880,Clc1cccc2c1Oc1ccccc1O2
3881,CN(C)CCOc1c(Cl)cccc1Cl
3882,N#CN=[N+]([O-])c1cccc(F)c1
3883,CC(C)Oc1ccccc1O
3884,CNCCN(C)C
3885,CC(=O)Nc1ccc(Oc2ccccc2)cc1
3886,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12
3887,CC(C)=CCC1(C(C)(C)C)C(=O)NC(=O)NC1=O
3888,OCCN1CCN(CCn2nc3ccccc3n2)CC1
3889,c1cncc(CN2CCCC2)c1
3890,CCOC(=O)CCCCC(=O)O
3891,COc1ccc(-c2ssc(=S)c2C)cc1
